1,-1,1697,367,160.2,385.1,1
1,-1,1291,449,73.2,215,1
1,-1,1255,538,62.7,115.7,1
1,-1,248,435,129.4,272.9,0.999
1,-1,863,517,39.9,114.1,0.744
21,-1,1295,536,53.7,130.3,1
21,-1,1645,363,173.1,391.2,1
21,-1,1803,440,70.4,176.8,1
21,-1,1328,466,69.5,196.9,1
21,-1,317,443,86.6,268.5,0.999
21,-1,-77,237,366.6,728.5,0.978
41,-1,125,234,363.3,683.8,1
41,-1,1628,359,162.8,429.7,1
41,-1,1306,527,53.2,133.5,1
41,-1,1338,465,76.2,202.5,1
41,-1,1801,309,159.9,461.7,0.998
61,-1,365,441,118.8,282.2,1
61,-1,1342,453,79.3,219.5,1
61,-1,1744,304,208.2,508.2,1
61,-1,558,271,235,546.1,1
61,-1,1520,331,214.2,462.1,1
61,-1,1318,537,44.3,126,1
61,-1,902,526,39.9,111.2,0.507
81,-1,1687,267,190.1,595.5,1
81,-1,823,293,242,520.5,1
81,-1,1454,341,234.5,514.6,1
81,-1,444,441,101.7,253.5,1
81,-1,1343,454,87.4,211.3,1
81,-1,1314,540,53,128.2,1
81,-1,262,465,116.1,248.3,0.999
101,-1,1078,313,175.1,454.1,1
101,-1,1352,307,221.6,584.4,1
101,-1,1608,230,240.4,690.3,1
101,-1,333,454,93.7,259.8,1
101,-1,458,418,138.7,314.8,1
101,-1,1317,541,48.6,119.8,1
121,-1,1186,292,290.4,647.4,1
121,-1,342,448,105.1,289.5,1
121,-1,446,410,119.5,310.5,1
121,-1,1492,169,254.5,784.5,1
141,-1,1017,242,296.3,765.1,1
141,-1,316,437,119.7,299,1
141,-1,1293,150,321.7,847,1
141,-1,450,404,120.9,336.9,1
141,-1,-53,295,260.6,670.9,0.974
161,-1,464,371,156.9,396.8,1
161,-1,160,407,256.2,477.2,1
161,-1,317,282,220.1,625.3,1
161,-1,1471,365,140.2,311.1,1
161,-1,1114,56,372.9,1057.7,1
161,-1,751,183,346.7,958.1,1
181,-1,869,-46,389.9,1211.5,1
181,-1,1400,430,87,243.5,1
181,-1,1566,394,115.7,274.6,1
181,-1,1343,539,71.7,141.3,1
181,-1,330,140,534.8,1123.1,0.999
201,-1,1403,534,62,164.4,1
201,-1,281,236,306.8,730.5,1
201,-1,1631,396,120.5,259.7,1
201,-1,1417,440,99.3,244.2,1
201,-1,1505,434,87.8,219.2,0.999
201,-1,933,316,225,486.8,0.998
201,-1,174,255,211.8,649.9,0.996
201,-1,396,-161,610.1,1484.1,0.995
201,-1,-32,109,212.8,1028,0.834
221,-1,1017,397,131.1,361.7,1
221,-1,688,289,212.4,572.7,1
221,-1,514,294,206.9,576.7,1
221,-1,1611,425,131.2,222.6,1
221,-1,127,263,421.6,706.9,1
221,-1,1159,345,156.3,421.2,1
221,-1,1483,426,99.2,285.3,1
221,-1,1694,405,104.9,233.7,1
221,-1,1451,535,59.7,165.3,1
241,-1,1760,405,99.8,220.2,1
241,-1,781,321,176.2,520.8,1
241,-1,478,308,201.8,564.8,1
241,-1,903,295,276.5,542.7,1
241,-1,1274,354,165.2,405.4,1
241,-1,607,296,214.8,604.3,1
241,-1,1170,418,131.9,335.6,1
241,-1,1541,527,91.4,190.2,1
241,-1,1522,418,68.5,244.2,0.438
261,-1,795,347,169.9,497.4,1
261,-1,928,314,200.1,547.3,1
261,-1,1823,425,95.6,214,1
261,-1,1654,522,93.8,200.5,1
261,-1,1379,369,137.8,344.4,1
261,-1,1134,326,175.7,473.5,1
261,-1,1301,422,94.2,297.6,0.999
261,-1,1536,429,89.2,283.7,0.999
281,-1,1572,440,98.3,282.6,1
281,-1,1730,535,87.7,201.8,1
281,-1,1171,316,222.6,498.8,1
281,-1,1454,372,141,335,1
281,-1,998,355,153.9,437.1,1
281,-1,1863,419,77.7,210.4,0.999
281,-1,1403,400,79.8,315.6,0.907
281,-1,1319,352,157.6,383,0.752
301,-1,1124,374,134.8,396.9,1
301,-1,1349,341,179.7,454.2,1
301,-1,1699,525,97.8,206.3,1
301,-1,1577,512,136.7,192.7,0.999
301,-1,1239,337,132.6,418.2,0.999
301,-1,1481,436,99.1,243.6,0.995
301,-1,1880,416,64,197,0.951
301,-1,1555,393,117.2,302.3,0.48
321,-1,1588,446,110.5,272.5,1
321,-1,1676,522,107.7,204.6,1
321,-1,1317,350,131.8,376.2,1
321,-1,1437,366,161.1,402.6,1
321,-1,1191,386,157.9,359.9,0.999
321,-1,1647,404,123.7,272,0.999
341,-1,1740,400,92.8,255.5,1
341,-1,1679,526,95.2,201.3,1
341,-1,1323,384,130.3,339.2,1
