1,-1,117,152,86.7,185.1,1
1,-1,19,149,72.5,189.9,1
1,-1,250,197,20.6,56.6,0.96
1,-1,237,188,28.1,69.8,0.924
21,-1,214,127,101.3,249,1
21,-1,71,118,103.6,267.3,1
21,-1,43,189,24.4,68.5,0.997
21,-1,196,183,27,78.2,0.99
21,-1,346,189,23.6,80.7,0.921
21,-1,369,192,25.6,74.6,0.883
21,-1,421,193,28.2,69.9,0.876
21,-1,386,190,30.4,81.2,0.875
21,-1,439,194,30.6,79.2,0.517
21,-1,407,191,23.9,72,0.462
21,-1,-5,155,43,160.6,0.456
21,-1,312,206,18.5,41.7,0.416
41,-1,63,48,169.9,447,1
41,-1,287,56,191.4,438.8,1
41,-1,271,183,29.9,85.6,0.999
41,-1,471,190,30,83.9,0.966
41,-1,-12,118,70.5,229,0.905
41,-1,526,204,22.4,64.8,0.653
61,-1,124,22,133.3,411.3,1
61,-1,307,-5,289.1,560.5,1
61,-1,-13,-15,250.7,598.8,1
81,-1,137,16,130.2,414.8,1
81,-1,314,-20,284.9,590.4,1
81,-1,-21,-22,248.5,622.2,0.999
81,-1,298,180,24.4,80.3,0.986
101,-1,129,16,163.3,417.6,1
101,-1,301,177,25.9,88.1,1
101,-1,307,-15,282.9,572.9,1
101,-1,-25,-22,248.7,628.3,0.999
101,-1,288,182,23.8,74.6,0.96
121,-1,310,-12,280.1,580.8,1
121,-1,151,22,146.3,412.8,1
121,-1,-22,-27,265.4,629,0.998
121,-1,291,181,30.8,80.7,0.996
141,-1,148,26,139.4,410,1
141,-1,-11,-11,231.9,590.1,1
141,-1,298,175,24.5,91.6,1
141,-1,306,-19,284.5,595.1,1
161,-1,522,195,20.3,60.2,1
161,-1,301,-37,213.3,596.5,1
161,-1,144,17,136.2,417.1,1
161,-1,285,177,27.9,89.5,0.998
161,-1,-28,-18,264.8,607,0.997
161,-1,545,197,22.3,50.9,0.997
161,-1,577,203,17.4,39,0.989
161,-1,502,181,33.8,88.8,0.877
181,-1,291,-43,214.7,582.6,1
181,-1,141,16,145,417.9,1
181,-1,494,180,36.7,93.8,1
181,-1,545,198,21.4,52.2,0.999
181,-1,569,203,17,39.3,0.994
181,-1,-38,-36,265.8,631,0.993
181,-1,519,192,27.3,68.7,0.988
201,-1,123,7,155.3,455.2,1
201,-1,492,182,35.1,95.8,1
201,-1,306,-35,207.5,584,1
201,-1,530,181,28.1,82.8,0.999
201,-1,288,181,26.9,85.4,0.997
201,-1,-40,-31,259.8,635.3,0.996
201,-1,557,202,18.9,44.6,0.99
221,-1,192,79,107.1,314.3,1
221,-1,480,183,35.1,95.2,1
221,-1,289,11,202.9,547.1,1
221,-1,508,183,33.7,87.8,1
221,-1,533,197,28.1,61.6,0.994
221,-1,-48,-49,249.5,660.6,0.993
241,-1,403,86,149.8,382.7,1
241,-1,306,129,80.1,188,1
241,-1,45,3,229.6,531.3,1
241,-1,595,184,31.4,77.7,0.849
261,-1,322,146,65.6,172.7,1
261,-1,363,124,96.5,237.4,1
261,-1,124,30,210.5,484.1,1
261,-1,471,148,65.2,186,0.995
261,-1,493,1,182.8,514.6,0.983
261,-1,-10,121,74.1,215.2,0.98
281,-1,261,139,54.7,149.4,1
281,-1,187,108,86.5,240.7,0.999
281,-1,318,-111,263.5,670.6,0.999
281,-1,133,133,78.5,197,0.999
281,-1,-31,3,182.9,530.2,0.998
281,-1,527,73,113,290.9,0.503
301,-1,84,48,176.8,441.9,1
301,-1,431,160,74.7,174.5,1
301,-1,360,164,59.9,143.4,0.999
301,-1,168,-19,192.9,526.4,0.997
301,-1,402,181,40.4,119.1,0.994
301,-1,-4,145,66.5,181.4,0.984
301,-1,495,-64,166.9,568.3,0.5
321,-1,152,45,199.8,458.6,1
321,-1,45,133,70.9,180.7,1
321,-1,344,125,97.5,221.7,0.999
321,-1,453,172,61.5,156.5,0.999
321,-1,530,161,44.5,135.1,0.994
341,-1,493,62,122.2,315.3,1
341,-1,229,12,207,491.7,1
341,-1,187,193,20.6,50,1
341,-1,21,115,83.3,184.6,0.999
341,-1,428,109,61.2,213.1,0.994
341,-1,-4,112,40.1,185.1,0.438
361,-1,-8,82,103.7,310.9,1
361,-1,185,164,56.3,155.6,1
361,-1,351,4,214.4,536.8,1
361,-1,509,18,145.7,428,0.999
361,-1,120,168,69.4,157.8,0.999
381,-1,452,198,31.1,89.4,1
381,-1,44,72,117.7,351.1,1
381,-1,289,161,52.3,159.8,1
381,-1,233,173,54.5,146.3,1
381,-1,171,218,25.3,57,0.999
381,-1,518,155,64.7,181,0.999
381,-1,-9,67,59.6,350.1,0.537
381,-1,415,226,13,34.4,0.427
401,-1,249,167,49,150.7,1
401,-1,365,202,28.9,76.5,0.999
401,-1,10,213,26.9,67.7,0.999
401,-1,203,164,53.9,148.1,0.999
421,-1,200,164,48.5,134.3,1
421,-1,289,193,28.1,76.1,1
421,-1,479,29,189,422.2,0.999
421,-1,147,166,54.2,130.1,0.999
441,-1,515,78,150.8,321.3,0.999
441,-1,263,62,116,329,0.999
441,-1,-3,-49,335.6,608.1,0.997
441,-1,359,142,60.8,172.7,0.997
461,-1,494,75,118.9,349.8,1
461,-1,23,-34,213.8,598.4,1
461,-1,240,166,37.2,106.3,1
461,-1,290,60,117.5,349.9,1
461,-1,400,142,62.6,192.7,0.999
461,-1,277,189,23.2,65.5,0.939
481,-1,247,29,143.2,397.6,1
481,-1,438,93,100.4,309.4,1
481,-1,530,69,115.8,330.7,1
481,-1,32,-74,262,658.9,0.998
501,-1,179,28,140.9,420.7,1
501,-1,470,74,112.9,336.2,1
501,-1,383,98,109,312.6,1
501,-1,348,140,64.1,203.1,0.998
501,-1,-10,-91,309.5,702.8,0.975
521,-1,140,76,117.7,318.8,1
521,-1,191,14,138.6,461,0.999
521,-1,494,95,109.5,337.6,0.973
521,-1,323,-84,262.7,675.4,0.966
541,-1,452,80,115.7,346.2,1
541,-1,208,-10,169.6,510,1
541,-1,348,89,103.4,328.5,0.999
541,-1,123,143,53.8,150.6,0.999
541,-1,-5,124,71.5,242.8,0.996
541,-1,178,140,56,151.2,0.558
561,-1,254,-32,184.4,527.8,1
561,-1,120,78,103.6,288.4,1
561,-1,454,65,96.2,372.8,0.997
561,-1,539,123,62.1,226.5,0.986
561,-1,552,52,116.8,392.5,0.983
561,-1,413,92,75.7,247.6,0.978
561,-1,-15,57,92.4,302.5,0.807
581,-1,243,-77,241.4,632.8,1
581,-1,500,70,109.6,331.7,0.998
581,-1,210,150,51.5,141.6,0.997
601,-1,143,152,58.5,155.1,1
601,-1,188,-58,230.2,623.8,1
601,-1,540,19,119.5,467.6,0.841
621,-1,165,109,77.8,266.4,1
621,-1,248,99,84.6,265.1,0.999
621,-1,92,149,63.4,174.5,0.999
621,-1,279,-86,228,656,0.999
621,-1,-7,11,114,497.5,0.992
641,-1,11,-20,235.2,539.3,1
641,-1,300,127,61.6,222.9,1
641,-1,225,113,66.6,244,1
641,-1,400,-113,265.5,700,0.973
641,-1,277,136,42.9,161.7,0.754
661,-1,60,4,184.6,492.8,1
661,-1,274,124,67.2,218,1
661,-1,373,-117,288.3,711.7,0.991
681,-1,376,121,96.8,276.5,1
681,-1,97,34,142.9,450.2,1
681,-1,223,150,53.9,181.5,1
681,-1,282,145,57.6,189.3,0.999
681,-1,20,178,42.6,104,0.997
681,-1,57,132,72.1,202.6,0.995
701,-1,117,36,166.1,433.6,1
701,-1,330,103,101,298.8,1
701,-1,261,132,57.2,176.8,0.999
701,-1,24,154,53.4,146.6,0.993
701,-1,73,137,70,228.8,0.968
721,-1,307,97,102.7,297.7,1
721,-1,-0,66,108.8,335.8,1
721,-1,122,53,144.4,395.2,1
721,-1,278,155,43.8,136.9,0.992
721,-1,382,-107,281.5,687.4,0.975
741,-1,312,101,107.2,292.4,1
741,-1,140,79,108.7,352,1
741,-1,74,114,75.4,221.1,1
741,-1,23,178,43.6,97.7,1
741,-1,259,156,52.4,151,0.999
741,-1,390,-112,280.3,708.7,0.696
741,-1,228,150,45.3,147.4,0.61
761,-1,193,80,120.8,303.5,1
761,-1,127,175,30.1,77.5,1
761,-1,355,91,112.3,306.4,1
761,-1,104,176,25,74.1,0.999
761,-1,-24,10,137.3,397.1,0.997
761,-1,291,153,51.6,125.2,0.996
781,-1,229,99,98.8,275.7,1
781,-1,124,130,67,192.5,0.999
781,-1,19,156,55,146.1,0.999
